group,name,stratum,solver,nrows,nnz,spd,psym,graphlike
ML_Graph,k49_norm_10NN,nonsym,bicgstab,38547,618158,0,1.0,0
Mallya,lhr10,nonsym,bicgstab,10672,228395,0,0.008791586915847653,0
Mallya,lhr17,nonsym,bicgstab,17576,379761,0,0.001513390098553639,0
Mallya,lhr71c,nonsym,bicgstab,70304,1528092,0,0.001513199920413014,0
Norris,lung2,nonsym,bicgstab,109460,492564,0,0.5714270798529903,0
Norris,torso2,nonsym,bicgstab,115967,1033473,0,0.9916360219987662,0
Norris,stomach,nonsym,bicgstab,213360,3021648,0,0.8474914253808726,0
Norris,torso3,nonsym,bicgstab,259156,4429042,0,0.9513722917125312,0
Oberwolfach,t2dah_a,nonsym,bicgstab,11445,176117,0,1.0,0
Oberwolfach,chipcool1,nonsym,bicgstab,20082,281150,0,1.0,0
Oberwolfach,filter3D,nonsym,bicgstab,106437,2707179,0,1.0,0
PARSEC,Si10H16,nonsym,bicgstab,17077,875923,0,1.0,0
PARSEC,Si5H12,nonsym,bicgstab,19896,738598,0,1.0,0
PARSEC,SiO,nonsym,bicgstab,33401,1317655,0,1.0,0
PARSEC,GaAsH6,nonsym,bicgstab,61349,3381809,0,1.0,0
PARSEC,H2O,nonsym,bicgstab,67024,2216736,0,1.0,0
Pothen,bodyy4,spd,cg,17546,121550,1,1.0,0
Pothen,bodyy5,spd,cg,18589,128853,1,1.0,0
Pothen,bodyy6,spd,cg,19366,134208,1,1.0,0
Rajat,rajat27,nonsym,bicgstab,20640,97353,0,0.9645908149382882,0
Rajat,rajat28,nonsym,bicgstab,87190,606489,0,0.9906572831072957,0
Rajat,rajat16,nonsym,bicgstab,94294,476766,0,0.9900237892855388,0
Rajat,rajat21,nonsym,bicgstab,411676,1876011,0,0.7647530446640561,0
Rommes,bips98_1450,nonsym,bicgstab,11305,44678,0,0.7593684272891549,0
Rommes,mimo8x8_system,nonsym,bicgstab,13309,48872,0,0.7060291752177048,0
Rommes,bauru5727,nonsym,bicgstab,40366,145019,0,0.6931521565005984,0
Sandia,mult_dcop_01,nonsym,bicgstab,25187,193276,0,0.6144759258929472,0
Sandia,ASIC_100ks,nonsym,bicgstab,99190,578890,0,1.0,0
Sandia,ASIC_320k,nonsym,bicgstab,321821,1931828,0,1.0,0
Schenk_IBMNA,c-42,nonsym,bicgstab,10471,110285,0,1.0,0
Schenk_IBMNA,c-57,nonsym,bicgstab,37833,403373,0,1.0,0
Schenk_IBMNA,c-big,nonsym,bicgstab,345241,2340859,0,1.0,0
Schenk_IBMSDS,2D_27628_bjtcai,nonsym,bicgstab,27628,206670,0,0.9995761793531919,0
Schenk_IBMSDS,ibm_matrix_2,nonsym,bicgstab,51448,537038,0,0.9920908271502504,0
Schenk_IBMSDS,matrix-new_3,nonsym,bicgstab,125329,893984,0,0.9871118002084263,0
Schenk_ISEI,igbt3,nonsym,bicgstab,10938,130500,0,1.0,0
Schenk_ISEI,barrier2-12,nonsym,bicgstab,115625,2158759,0,1.0,0
Schenk_ISEI,para-9,nonsym,bicgstab,155924,2094873,0,1.0,0
Simon,appu,nonsym,bicgstab,14000,1853104,0,1.0,0
Simon,bbmat,nonsym,bicgstab,38744,1771722,0,0.5295358625441292,0
Simon,venkat50,nonsym,bicgstab,62424,1717777,0,1.0,0
TKK,cbuckle,spd,cg,13681,676515,1,1.0,0
TKK,cyl6,nonsym,bicgstab,13681,714241,0,1.0,0
TKK,tube2,nonsym,bicgstab,21498,897056,0,1.0,0
TKK,smt,spd,cg,25710,3749582,1,1.0,0
TKK,engine,nonsym,bicgstab,143571,4706073,0,1.0,0
TSOPF,TSOPF_FS_b162_c1,nonsym,bicgstab,10798,608540,0,1.0,0
TSOPF,TSOPF_RS_b300_c2,nonsym,bicgstab,28338,2943887,0,0.00991209710027776,0
TSOPF,TSOPF_FS_b300,nonsym,bicgstab,29214,4400122,0,1.0,0
TSOPF,TSOPF_FS_b39_c30,nonsym,bicgstab,120216,3121160,0,1.0,0
UTEP,Dubcova1,spd,cg,16129,253009,1,1.0,0
UTEP,Dubcova2,spd,cg,65025,1030225,1,1.0,0
UTEP,Dubcova3,spd,cg,146689,3636643,1,1.0,0
VDOL,hangGlider_3,nonsym,bicgstab,10260,92703,0,1.0,0
VDOL,lowThrust_7,nonsym,bicgstab,17378,211561,0,1.0,0
VDOL,lowThrust_13,nonsym,bicgstab,18476,224897,0,1.0,0
VLSI,mosfet2,nonsym,bicgstab,46994,1013062,0,1.0,0
VLSI,nv1,nonsym,bicgstab,75468,1635003,0,1.0,0
VLSI,imagesensor,nonsym,bicgstab,118758,1446396,0,1.0,0
VLSI,ss1,nonsym,bicgstab,205282,845089,0,0.9936840328411537,0
VanVelzen,std1_Jac2_db,nonsym,bicgstab,21982,498771,0,0.3261820218167785,0
VanVelzen,Zd_Jac2,nonsym,bicgstab,22835,1642407,0,0.000249569948369456,0
VanVelzen,Zd_Jac6,nonsym,bicgstab,22835,1711557,0,0.0002161245251101651,0
VanVelzen,Zd_Jac2_db,nonsym,bicgstab,22835,676439,0,0.3038965489807284,0
Williams,pdb1HYS,spd,cg,36417,4344765,1,1.0,0
Williams,cant,spd,cg,62451,4007383,1,1.0,0
Williams,cop20k_A,nonsym,bicgstab,121192,2624331,0,1.0,0
Williams,mac_econ_fwd500,nonsym,bicgstab,206500,1273389,0,0.05995735832675801,0
