group,name,stratum,solver,nrows,nnz,spd,psym,graphlike
IBM_EDA,trans5,nonsym,bicgstab,116835,749800,0,0.8542477149952045,0
IBM_EDA,dc1,nonsym,bicgstab,116835,766396,0,0.8542477149952045,0
IBM_EDA,dc3,nonsym,bicgstab,116835,766396,0,0.8542477149952045,0
IBM_EDA,trans4,nonsym,bicgstab,116835,749800,0,0.8542477149952045,0
IPSO,OPF_3754,nonsym,bicgstab,15435,141478,0,1.0,0
IPSO,OPF_6000,nonsym,bicgstab,29902,274697,0,1.0,0
IPSO,OPF_10000,nonsym,bicgstab,43887,426898,0,1.0,0
IPSO,HTC_336_9129,nonsym,bicgstab,226340,762969,0,1.0,0
IPSO,HTC_336_4438,nonsym,bicgstab,226340,783496,0,1.0,0
JGD_Homology,ch7-8-b5,nonsym,bicgstab,141120,846720,0,0.0003732057190233348,0
JGD_Homology,m133-b3,nonsym,bicgstab,200200,800800,0,4.495504495504496e-05,0
JGD_Homology,shar_te2-b3,nonsym,bicgstab,200200,800800,0,7.492516848797264e-05,0
ML_Graph,Fashion_MNIST_norm_10NN,nonsym,bicgstab,10000,158304,0,1.0,0
ML_Graph,mnist_test_norm_10NN,nonsym,bicgstab,10000,145600,0,1.0,0
ML_Graph,kmnist_norm_10NN,nonsym,bicgstab,10000,156932,0,1.0,0
ML_Graph,har_10NN,nonsym,bicgstab,10299,151736,0,1.0,0
ML_Graph,usps_norm_5NN,nonsym,bicgstab,11000,81112,0,1.0,0
ML_Graph,worms20_10NN,nonsym,bicgstab,20055,240826,0,1.0,0
ML_Graph,k49_norm_10NN,nonsym,bicgstab,38547,618158,0,1.0,0
Mallya,lhr10,nonsym,bicgstab,10672,228395,0,0.008791586915847653,0
Mallya,lhr11c,nonsym,bicgstab,10964,233741,0,0.00820058037510379,0
Mallya,lhr11,nonsym,bicgstab,10964,231806,0,0.00820058037510379,0
Mallya,lhr14,nonsym,bicgstab,14270,305750,0,0.006622946983926842,0
Mallya,lhr17,nonsym,bicgstab,17576,379761,0,0.001513390098553639,0
Mallya,lhr17c,nonsym,bicgstab,17576,381975,0,0.001513390098553639,0
Mallya,lhr34,nonsym,bicgstab,35152,746972,0,0.00151326330781556,0
Mallya,lhr34c,nonsym,bicgstab,35152,764014,0,0.00151326330781556,0
Mallya,lhr71c,nonsym,bicgstab,70304,1528092,0,0.001513199920413014,0
Norris,lung2,nonsym,bicgstab,109460,492564,0,0.5714270798529903,0
Norris,torso2,nonsym,bicgstab,115967,1033473,0,0.9916360219987662,0
Norris,torso1,nonsym,bicgstab,116158,8516500,0,0.4243874832715144,0
Norris,stomach,nonsym,bicgstab,213360,3021648,0,0.8474914253808726,0
Norris,torso3,nonsym,bicgstab,259156,4429042,0,0.9513722917125312,0
Oberwolfach,t2dah_a,nonsym,bicgstab,11445,176117,0,1.0,0
Oberwolfach,gyro_m,spd,cg,17361,340431,1,1.0,0
Oberwolfach,gyro_k,spd,cg,17361,1021159,1,1.0,0
Oberwolfach,LFAT5000,spd,cg,19994,79966,1,1.0,0
Oberwolfach,LF10000,spd,cg,19998,99982,1,1.0,0
Oberwolfach,chipcool1,nonsym,bicgstab,20082,281150,0,1.0,0
Oberwolfach,t3dl,nonsym,bicgstab,20360,509866,0,1.0,0
Oberwolfach,t3dl_a,nonsym,bicgstab,20360,509866,0,1.0,0
Oberwolfach,t3dh_a,nonsym,bicgstab,79171,4352105,0,1.0,0
Oberwolfach,t3dh_e,nonsym,bicgstab,79171,4352105,0,1.0,0
Oberwolfach,filter3D,nonsym,bicgstab,106437,2707179,0,1.0,0
Oberwolfach,boneS01,spd,cg,127224,5516602,1,1.0,0
PARSEC,Si10H16,nonsym,bicgstab,17077,875923,0,1.0,0
PARSEC,Si5H12,nonsym,bicgstab,19896,738598,0,1.0,0
PARSEC,SiO,nonsym,bicgstab,33401,1317655,0,1.0,0
PARSEC,GaAsH6,nonsym,bicgstab,61349,3381809,0,1.0,0
PARSEC,Ga3As3H12,nonsym,bicgstab,61349,5970947,0,1.0,0
PARSEC,H2O,nonsym,bicgstab,67024,2216736,0,1.0,0
PARSEC,Si34H36,nonsym,bicgstab,97569,5156379,0,1.0,0
PARSEC,Ge87H76,nonsym,bicgstab,112985,7892195,0,1.0,0
PARSEC,Ge99H100,nonsym,bicgstab,112985,8451395,0,1.0,0
PARSEC,Ga10As10H30,nonsym,bicgstab,113081,6115633,0,1.0,0
PARSEC,CO,nonsym,bicgstab,221119,7666057,0,1.0,0
Pothen,bodyy4,spd,cg,17546,121550,1,1.0,0
Pothen,bodyy5,spd,cg,18589,128853,1,1.0,0
Pothen,bodyy6,spd,cg,19366,134208,1,1.0,0
QLi,majorbasis,nonsym,bicgstab,160000,1750416,0,0.5503013048158469,0
QLi,crashbasis,nonsym,bicgstab,160000,1750416,0,0.5503013048158469,0
QLi,largebasis,nonsym,bicgstab,440020,5240084,0,1.0,0
Rajat,rajat27,nonsym,bicgstab,20640,97353,0,0.9645908149382882,0
Rajat,rajat26,nonsym,bicgstab,51032,247528,0,0.9853537517311467,0
Rajat,rajat20,nonsym,bicgstab,86916,604299,0,0.9906228863063395,0
Rajat,rajat28,nonsym,bicgstab,87190,606489,0,0.9906572831072957,0
Rajat,rajat25,nonsym,bicgstab,87190,606489,0,0.9906572831072957,0
Rajat,rajat16,nonsym,bicgstab,94294,476766,0,0.9900237892855388,0
Rajat,rajat17,nonsym,bicgstab,94294,479246,0,0.9900237892855388,0
Rajat,rajat18,nonsym,bicgstab,94294,479151,0,0.626033640830624,0
Rajat,rajat23,nonsym,bicgstab,110355,555441,0,0.9891581094231137,0
Rajat,Raj1,nonsym,bicgstab,263743,1300261,0,0.998585875116119,0
Rajat,rajat24,nonsym,bicgstab,358172,1946979,0,0.996935347128458,0
Rajat,rajat21,nonsym,bicgstab,411676,1876011,0,0.7647530446640561,0
Rajat,rajat30,nonsym,bicgstab,643994,6175244,0,0.9945912407336421,0
Rommes,bips98_1450,nonsym,bicgstab,11305,44678,0,0.7593684272891549,0
Rommes,mimo46x46_system,nonsym,bicgstab,13250,48735,0,0.7075597554196776,0
Rommes,mimo28x28_system,nonsym,bicgstab,13251,48737,0,0.707540090603374,0
Rommes,ww_vref_6405,nonsym,bicgstab,13251,48737,0,0.707540090603374,0
Rommes,bips07_1693,nonsym,bicgstab,13275,49044,0,0.706761938919083,0
Rommes,mimo8x8_system,nonsym,bicgstab,13309,48872,0,0.7060291752177048,0
Rommes,bips07_1998,nonsym,bicgstab,15066,62198,0,0.7978660841804587,0
Rommes,bips07_2476,nonsym,bicgstab,16861,66498,0,0.7574573297176583,0
Rommes,descriptor_xingo6u,nonsym,bicgstab,20738,73916,0,0.6848202865775669,0
Rommes,xingo3012,nonsym,bicgstab,20944,74386,0,0.681002526603102,0
Rommes,bauru5727,nonsym,bicgstab,40366,145019,0,0.6931521565005984,0
Sandia,mult_dcop_01,nonsym,bicgstab,25187,193276,0,0.6144759258929472,0
Sandia,mult_dcop_03,nonsym,bicgstab,25187,193216,0,0.6142197994049846,0
Sandia,mult_dcop_02,nonsym,bicgstab,25187,193276,0,0.6144759258929472,0
Sandia,ASIC_100ks,nonsym,bicgstab,99190,578890,0,1.0,0
Sandia,ASIC_100k,nonsym,bicgstab,99340,940621,0,1.0,0
Sandia,ASIC_320ks,nonsym,bicgstab,321671,1316085,0,1.0,0
Sandia,ASIC_320k,nonsym,bicgstab,321821,1931828,0,1.0,0
Sandia,ASIC_680k,nonsym,bicgstab,682862,2638997,0,1.0,0
Schenk_IBMNA,c-42,nonsym,bicgstab,10471,110285,0,1.0,0
Schenk_IBMNA,c-47,nonsym,bicgstab,15343,211401,0,1.0,0
Schenk_IBMNA,c-49,nonsym,bicgstab,21132,157040,0,1.0,0
Schenk_IBMNA,c-51,nonsym,bicgstab,23196,203048,0,1.0,0
Schenk_IBMNA,c-53,nonsym,bicgstab,30235,355139,0,1.0,0
Schenk_IBMNA,c-57,nonsym,bicgstab,37833,403373,0,1.0,0
Schenk_IBMNA,c-65,nonsym,bicgstab,48066,360428,0,1.0,0
Schenk_IBMNA,c-66b,nonsym,bicgstab,49989,444851,0,1.0,0
Schenk_IBMNA,c-big,nonsym,bicgstab,345241,2340859,0,1.0,0
Schenk_IBMSDS,2D_27628_bjtcai,nonsym,bicgstab,27628,206670,0,0.9995761793531919,0
Schenk_IBMSDS,3D_28984_Tetra,nonsym,bicgstab,28984,285092,0,0.9874041102377119,0
Schenk_IBMSDS,ibm_matrix_2,nonsym,bicgstab,51448,537038,0,0.9920908271502504,0
Schenk_IBMSDS,3D_51448_3D,nonsym,bicgstab,51448,537038,0,0.9920908271502504,0
Schenk_IBMSDS,2D_54019_highK,nonsym,bicgstab,54019,486129,0,0.998088911762053,0
Schenk_IBMSDS,matrix_9,nonsym,bicgstab,103430,1205518,0,0.9966503478484926,0
Schenk_IBMSDS,matrix-new_3,nonsym,bicgstab,125329,893984,0,0.9871118002084263,0
Schenk_ISEI,igbt3,nonsym,bicgstab,10938,130500,0,1.0,0
Schenk_ISEI,barrier2-3,nonsym,bicgstab,113076,2129496,0,1.0,0
Schenk_ISEI,barrier2-2,nonsym,bicgstab,113076,2129496,0,1.0,0
Schenk_ISEI,barrier2-12,nonsym,bicgstab,115625,2158759,0,1.0,0
Schenk_ISEI,barrier2-9,nonsym,bicgstab,115625,2158759,0,1.0,0
Schenk_ISEI,barrier2-10,nonsym,bicgstab,115625,2158759,0,1.0,0
Schenk_ISEI,barrier2-11,nonsym,bicgstab,115625,2158759,0,1.0,0
Schenk_ISEI,para-4,nonsym,bicgstab,153226,2930882,0,1.0,0
Schenk_ISEI,para-9,nonsym,bicgstab,155924,2094873,0,1.0,0
Schenk_ISEI,para-10,nonsym,bicgstab,155924,2094873,0,1.0,0
Schenk_ISEI,para-6,nonsym,bicgstab,155924,2094873,0,1.0,0
Schenk_ISEI,para-7,nonsym,bicgstab,155924,2094873,0,1.0,0
Schenk_ISEI,ohne2,nonsym,bicgstab,181343,6869939,0,1.0,0
Simon,appu,nonsym,bicgstab,14000,1853104,0,1.0,0
Simon,olafu,spd,cg,16146,1015156,1,1.0,0
Simon,raefsky4,spd,cg,19779,1316789,1,1.0,0
Simon,raefsky3,nonsym,bicgstab,21200,1488768,0,1.0,0
Simon,bbmat,nonsym,bicgstab,38744,1771722,0,0.5295358625441292,0
Simon,venkat50,nonsym,bicgstab,62424,1717777,0,1.0,0
Simon,venkat01,nonsym,bicgstab,62424,1717792,0,1.0,0
Simon,venkat25,nonsym,bicgstab,62424,1717763,0,1.0,0
TKK,cyl6,nonsym,bicgstab,13681,714241,0,1.0,0
TKK,cbuckle,spd,cg,13681,676515,1,1.0,0
TKK,tube2,nonsym,bicgstab,21498,897056,0,1.0,0
TKK,smt,spd,cg,25710,3749582,1,1.0,0
TKK,engine,nonsym,bicgstab,143571,4706073,0,1.0,0
TSOPF,TSOPF_FS_b162_c1,nonsym,bicgstab,10798,608540,0,1.0,0
TSOPF,TSOPF_RS_b162_c3,nonsym,bicgstab,15374,610299,0,0.02683526094131803,0
TSOPF,TSOPF_RS_b678_c1,nonsym,bicgstab,18696,4396289,0,0.004448301852317109,0
TSOPF,TSOPF_RS_b2052_c1,nonsym,bicgstab,25626,6761100,0,0.003886561090908282,0
TSOPF,TSOPF_FS_b39_c7,nonsym,bicgstab,28216,730080,0,1.0,0
TSOPF,TSOPF_RS_b300_c2,nonsym,bicgstab,28338,2943887,0,0.00991209710027776,0
TSOPF,TSOPF_FS_b300,nonsym,bicgstab,29214,4400122,0,1.0,0
TSOPF,TSOPF_FS_b162_c3,nonsym,bicgstab,30798,1801300,0,1.0,0
TSOPF,TSOPF_RS_b678_c2,nonsym,bicgstab,35696,8781949,0,0.004170134538170976,0
TSOPF,TSOPF_FS_b162_c4,nonsym,bicgstab,40798,2398220,0,1.0,0
TSOPF,TSOPF_RS_b300_c3,nonsym,bicgstab,42138,4413449,0,0.009768063952888569,0
TSOPF,TSOPF_FS_b39_c30,nonsym,bicgstab,120216,3121160,0,1.0,0
UTEP,Dubcova1,spd,cg,16129,253009,1,1.0,0
UTEP,Dubcova2,spd,cg,65025,1030225,1,1.0,0
UTEP,Dubcova3,spd,cg,146689,3636643,1,1.0,0
VDOL,hangGlider_3,nonsym,bicgstab,10260,92703,0,1.0,0
VDOL,hangGlider_4,nonsym,bicgstab,15561,149532,0,1.0,0
VDOL,hangGlider_5,nonsym,bicgstab,16011,155246,0,1.0,0
VDOL,lowThrust_5,nonsym,bicgstab,16262,198369,0,1.0,0
VDOL,lowThrust_6,nonsym,bicgstab,16928,207349,0,1.0,0
VDOL,lowThrust_7,nonsym,bicgstab,17378,211561,0,1.0,0
VDOL,lowThrust_8,nonsym,bicgstab,17702,216445,0,1.0,0
VDOL,lowThrust_9,nonsym,bicgstab,18044,219589,0,1.0,0
VDOL,lowThrust_10,nonsym,bicgstab,18260,222005,0,1.0,0
VDOL,lowThrust_11,nonsym,bicgstab,18368,223801,0,1.0,0
VDOL,lowThrust_13,nonsym,bicgstab,18476,224897,0,1.0,0
VLSI,mosfet2,nonsym,bicgstab,46994,1013062,0,1.0,0
VLSI,nv1,nonsym,bicgstab,75468,1635003,0,1.0,0
VLSI,imagesensor,nonsym,bicgstab,118758,1446396,0,1.0,0
VLSI,power9,nonsym,bicgstab,155376,1887730,0,1.0,0
VLSI,ss1,nonsym,bicgstab,205282,845089,0,0.9936840328411537,0
VLSI,radiation,nonsym,bicgstab,223104,5526637,0,1.0,0
VLSI,test1,nonsym,bicgstab,392908,9447535,0,1.0,0
VanVelzen,std1_Jac2_db,nonsym,bicgstab,21982,498771,0,0.3261820218167785,0
VanVelzen,std1_Jac3,nonsym,bicgstab,21982,1455374,0,1.37377639453759e-05,0
VanVelzen,std1_Jac3_db,nonsym,bicgstab,21982,531826,0,0.3593020610225873,0
VanVelzen,Zd_Jac2_db,nonsym,bicgstab,22835,676439,0,0.3038965489807284,0
VanVelzen,Zd_Jac2,nonsym,bicgstab,22835,1642407,0,0.000249569948369456,0
VanVelzen,Zd_Jac6,nonsym,bicgstab,22835,1711557,0,0.0002161245251101651,0
VanVelzen,Zd_Jac3_db,nonsym,bicgstab,22835,713907,0,0.3299540424152621,0
VanVelzen,Zd_Jac3,nonsym,bicgstab,22835,1915726,0,0.0002609405864378739,0
Williams,pdb1HYS,spd,cg,36417,4344765,1,1.0,0
Williams,cant,spd,cg,62451,4007383,1,1.0,0
Williams,consph,spd,cg,83334,6010480,1,1.0,0
Williams,cop20k_A,nonsym,bicgstab,121192,2624331,0,1.0,0
Williams,mac_econ_fwd500,nonsym,bicgstab,206500,1273389,0,0.05995735832675801,0
Williams,mc2depi,nonsym,bicgstab,525825,2100225,0,0.0,0
